,date,Open,Close,Volume,Price_change,stock,Positive,Negative,Neutral
22,2010-02-05,28.0,28.020000457763672,80960100,1,Microsoft,0.09205594224234413,0.5280483315388361,0.3798957467079162
23,2010-02-08,28.01000022888184,27.71999931335449,52820600,-1,Microsoft,0.0884101744741201,0.02550224261358375,0.886087566614151
24,2010-02-09,27.96999931335449,28.01000022888184,59195800,1,Microsoft,0.5995240360498428,0.012304488103836749,0.38817146420478815
25,2010-02-10,28.030000686645508,27.989999771118164,48591300,0,Microsoft,0.043887418229132856,0.13553271745331583,0.8205798789858818
26,2010-02-11,27.93000030517578,28.1200008392334,65993700,1,Microsoft,0.03254807926714415,0.28491465374827385,0.6825372725725174
27,2010-02-12,27.809999465942383,27.93000030517578,81117200,-1,Microsoft,0.04332916128138697,0.31846408545970917,0.6382067749897639
28,2010-02-16,28.1299991607666,28.350000381469727,51935600,1,Microsoft,0.2637959388084709,0.022842841688543527,0.7133612185716629
29,2010-02-17,28.530000686645508,28.59000015258789,45882900,1,Microsoft,0.09864088892936702,0.0399424277711659,0.8614167124032974
30,2010-02-18,28.59000015258789,28.96999931335449,42856500,1,Microsoft,0.08084261859767135,0.12105700117535884,0.7981003522872925
31,2010-02-19,28.790000915527344,28.770000457763672,44451800,-1,Microsoft,0.03658974915742867,0.050127208605408646,0.9132830381393433
32,2010-02-22,28.84000015258789,28.729999542236328,36707100,0,Microsoft,0.25800159871578215,0.24270438198000188,0.4992940157651901
33,2010-02-24,28.520000457763672,28.6299991607666,43165900,1,Microsoft,0.26899903681543136,0.32875494638250935,0.40224598720669746
34,2010-02-25,28.270000457763672,28.600000381469727,48735300,0,Microsoft,0.06287931092083447,0.04142951996376113,0.8956911563873291
35,2010-02-26,28.649999618530277,28.670000076293945,40370600,0,Microsoft,0.06732058897614475,0.0338696530088782,0.8988097608089447
36,2010-03-01,28.770000457763672,29.020000457763672,43805400,1,Microsoft,0.042804058020313535,0.14921285770833492,0.8079830755790075
37,2010-03-02,29.07999992370605,28.459999084472656,93123900,-1,Microsoft,0.0572130647487938,0.17224407824687657,0.7705428674817085
38,2010-03-03,28.51000022888184,28.459999084472656,48442100,0,Microsoft,0.042739958968013476,0.2591080842539668,0.6981519646942616
39,2010-03-04,28.459999084472656,28.6299991607666,42890600,1,Microsoft,0.06626402959227558,0.07875262466924528,0.8549833468028477
40,2010-03-05,28.65999984741211,28.59000015258789,56001800,0,Microsoft,0.053722350547711,0.026011002560456565,0.9202666481335958
41,2010-03-08,28.520000457763672,28.6299991607666,39414500,0,Microsoft,0.3396895714104175,0.058981377445161284,0.6013290449976921
42,2010-03-09,28.559999465942383,28.799999237060547,50271600,1,Microsoft,0.09132221660443711,0.03510097374341312,0.8735768284116473
43,2010-03-10,28.86000061035156,28.96999931335449,44891400,1,Microsoft,0.15064182505011553,0.024489710107445675,0.8248684853315353
44,2010-03-11,28.88999938964844,29.18000030517578,35349700,1,Microsoft,0.10147793008945878,0.023191864951513656,0.8753301724791527
45,2010-03-12,29.31999969482422,29.270000457763672,31700200,1,Microsoft,0.10456791333854196,0.0438389796763658,0.8515931069850922
46,2010-03-15,29.18000030517578,29.290000915527344,37512000,0,Microsoft,0.0693487077951431,0.0417816191911697,0.8888697028160095
47,2010-03-17,29.5,29.6299991607666,50385700,1,Microsoft,0.3712063832208514,0.06120969215407963,0.5675839222967625
48,2010-03-18,29.6299991607666,29.61000061035156,43845200,0,Microsoft,0.04017375083640213,0.05643970519304272,0.9033865630626678
49,2010-03-19,29.76000022888184,29.59000015258789,81332100,0,Microsoft,0.11666078865528101,0.06723555922508234,0.8161036223173141
50,2010-03-22,29.5,29.600000381469727,37718200,0,Microsoft,0.0648799717891961,0.33068661298602814,0.6044334098696709
51,2010-03-23,29.59000015258789,29.8799991607666,42026600,1,Microsoft,0.2201225094031542,0.4224585809279233,0.35741892643272877
52,2010-03-24,29.71999931335449,29.649999618530277,33987700,-1,Microsoft,0.15048077267905072,0.24949414966007075,0.6000250553091367
53,2010-03-25,29.82999992370605,30.01000022888184,73168700,1,Microsoft,0.08978057652711864,0.018560334690846423,0.8916590958833694
54,2010-03-26,30.09000015258789,29.65999984741211,55595500,-1,Microsoft,0.44688593223690987,0.01945952256210145,0.5336545556783676
55,2010-03-29,29.709999084472656,29.59000015258789,33336000,0,Microsoft,0.28517343709245324,0.015860421583056422,0.6989661604166031
56,2010-03-30,29.6299991607666,29.770000457763672,34954800,1,Microsoft,0.5328065901994705,0.0150183667428791,0.45217500627040863
57,2010-03-31,29.63999938964844,29.290000915527344,63760000,-1,Microsoft,0.12514660724749166,0.3628952574605743,0.511958159506321
58,2010-04-01,29.350000381469727,29.15999984741211,74768100,-1,Microsoft,0.07743882387876505,0.28806361928582186,0.6344975978136063
59,2010-04-05,29.1299991607666,29.270000457763672,34331200,1,Microsoft,0.0503155030310153,0.0800379589200019,0.8696465492248535
60,2010-04-06,29.149999618530277,29.31999969482422,47366800,0,Microsoft,0.1065485975705087,0.44763155002146954,0.4458198361098766
61,2010-04-07,29.15999984741211,29.350000381469727,58318800,0,Microsoft,0.046749793924391235,0.34639450286825496,0.6068556979298592
62,2010-04-08,29.31999969482422,29.920000076293945,63713800,1,Microsoft,0.12448991388082498,0.05268476009368892,0.8228253483772278
63,2010-04-09,29.950000762939453,30.34000015258789,54752500,1,Microsoft,0.05437709949910635,0.0323010757565498,0.913321778178215
64,2010-04-12,30.25,30.31999969482422,37068800,0,Microsoft,0.1416914698978265,0.22517047553426683,0.6331380522913403
65,2010-04-13,30.149999618530277,30.450000762939453,41374600,1,Microsoft,0.18785824945994786,0.026756632407861056,0.7853851318359375
66,2010-04-14,30.790000915527344,30.81999969482422,68941200,1,Microsoft,0.4059354946017265,0.02208408135920758,0.5719804115593433
67,2010-04-15,30.81999969482422,30.8700008392334,52745400,0,Microsoft,0.44764377316460013,0.40383467031642795,0.1485215676948428
68,2010-04-16,30.790000915527344,30.670000076293945,88703100,-1,Microsoft,0.049877728894352866,0.207532899081707,0.7425893545150757
69,2010-04-19,30.770000457763672,31.040000915527344,64970300,1,Microsoft,0.04800868340368776,0.30001418984362055,0.6519771165081433
70,2010-04-20,31.21999931335449,31.36000061035156,52199500,1,Microsoft,0.24857386201620096,0.016187091358005952,0.7352390587329865
71,2010-04-21,31.32999992370605,31.32999992370605,55343100,0,Microsoft,0.04766837538530425,0.06576917817195252,0.8865624765555064
72,2010-04-22,31.040000915527344,31.38999938964844,84847600,0,Microsoft,0.4992293808609248,0.020595500245690297,0.48017517570406193
73,2010-04-23,31.1200008392334,30.959999084472656,126766600,-1,Microsoft,0.1764082046491759,0.031741875489907555,0.7918499623026166
74,2010-04-26,31.0,31.11000061035156,63649300,1,Microsoft,0.1452939938753843,0.1900979718193411,0.6646079868078232
75,2010-04-27,30.950000762939453,30.850000381469727,68730900,-1,Microsoft,0.1018733754754066,0.0277088619768619,0.8704177737236023
76,2010-04-28,30.920000076293945,30.90999984741211,64557900,0,Microsoft,0.25331373419612646,0.03396431659348305,0.7127219289541245
77,2010-04-29,30.93000030517578,31.0,52665200,1,Microsoft,0.0907462164759635,0.0308989342302083,0.8783547878265381
78,2010-04-30,31.06999969482422,30.540000915527344,63214800,-1,Microsoft,0.14838539467503623,0.04666328988969321,0.8049513250589371
79,2010-05-03,30.670000076293945,30.86000061035156,43989500,1,Microsoft,0.06675957329571244,0.0161312315613031,0.9171092212200164
80,2010-05-04,30.520000457763672,30.1299991607666,82085600,-1,Microsoft,0.2002346515655517,0.0178122390061616,0.7819530963897705
81,2010-05-05,29.770000457763672,29.850000381469727,66833800,-1,Microsoft,0.09466339674379139,0.29086729884147644,0.6144693036164556
82,2010-05-06,29.59000015258789,28.979999542236328,128613000,-1,Microsoft,0.07710775732994075,0.0431350246071815,0.8797572255134583
83,2010-05-07,28.93000030517578,28.209999084472656,173718100,-1,Microsoft,0.0169813837856054,0.9327953457832336,0.0502233505249023
84,2010-05-10,29.01000022888184,28.940000534057617,86653300,1,Microsoft,0.0616331957280635,0.0243894346058368,0.9139773845672609
85,2010-05-11,28.68000030517578,28.8799991607666,63789400,0,Microsoft,0.4442917723208666,0.01694825571030375,0.5387599915266036
86,2010-05-12,28.979999542236328,29.440000534057617,47146800,1,Microsoft,0.13105691075325004,0.022500581853091638,0.8464425206184387
87,2010-05-13,29.26000022888184,29.239999771118164,45188800,-1,Microsoft,0.09617022455980377,0.20257262233644716,0.7012571450322866
88,2010-05-14,29.200000762939453,28.93000030517578,63334000,-1,Microsoft,0.1486202888190746,0.7525970637798309,0.09878263808786863
89,2010-05-17,29.1200008392334,28.940000534057617,46053300,0,Microsoft,0.1626030132174491,0.0312686068937182,0.8061283628145853
90,2010-05-18,28.8700008392334,28.600000381469727,52690600,-1,Microsoft,0.06423000494639076,0.05261953485508753,0.8831504980723063
91,2010-05-19,28.520000457763672,28.239999771118164,61746700,-1,Microsoft,0.07079408178105946,0.12057212106883523,0.808633790910244
92,2010-05-20,27.649999618530277,27.11000061035156,87991100,-1,Microsoft,0.27647314469019574,0.021943956768761017,0.7015828667208552
93,2010-05-21,26.6299991607666,26.84000015258789,117596300,-1,Microsoft,0.09455922991037365,0.032234985381364795,0.8732058107852936
94,2010-05-24,26.850000381469727,26.270000457763672,73711700,-1,Microsoft,0.12589557655155653,0.07125083194114265,0.802853599190712
95,2010-05-25,25.649999618530277,26.06999969482422,98373600,-1,Microsoft,0.06808969688912227,0.18717374497403702,0.7447365460296472
96,2010-05-26,26.229999542236328,25.01000022888184,176684100,-1,Microsoft,0.19554926827549932,0.26981522096320987,0.5346354991197586
97,2010-05-27,25.729999542236328,26.0,136433600,1,Microsoft,0.12091744886711238,0.28833537492901085,0.5907471854239702
98,2010-05-28,25.84000015258789,25.799999237060547,67496900,-1,Microsoft,0.2924477445582548,0.3381884569923083,0.36936379596590996
99,2010-06-01,25.530000686645508,25.88999938964844,76152400,1,Microsoft,0.1120628602802753,0.055685458704829154,0.8322516977787018
100,2010-06-02,26.059999465942383,26.459999084472656,65718800,1,Microsoft,0.043492360971868024,0.05268618580885227,0.9038214385509491
101,2010-06-03,26.549999237060547,26.86000061035156,67837000,1,Microsoft,0.8064430356025696,0.01934291003271935,0.17421405762434
102,2010-06-04,26.100000381469727,25.790000915527344,89832200,-1,Microsoft,0.4833905510604381,0.0276832310482859,0.4889261946082114
103,2010-06-07,25.81999969482422,25.290000915527344,80456200,-1,Microsoft,0.9057731628417968,0.0130995968356728,0.0811271890997886
104,2010-06-08,25.25,25.11000061035156,87355000,-1,Microsoft,0.12113456986844535,0.28828271152451634,0.5905827134847641
105,2010-06-09,25.21999931335449,24.790000915527344,87794000,-1,Microsoft,0.04690569452941413,0.06045277928933496,0.8926415145397186
106,2010-06-10,25.1299991607666,25.0,78930900,1,Microsoft,0.19265621202066538,0.1473728292621672,0.6599709521979094
107,2010-06-11,25.040000915527344,25.65999984741211,68057700,1,Microsoft,0.4661851953715086,0.06113333441317075,0.47268148232251406
108,2010-06-14,25.86000061035156,25.5,50972400,-1,Microsoft,0.05939794083436326,0.0638686741391817,0.8767333626747131
109,2010-06-15,25.75,26.57999992370605,81641500,1,Microsoft,0.189253639196977,0.09596081532072273,0.7147855572402477
110,2010-06-16,26.46999931335449,26.31999969482422,48698000,-1,Microsoft,0.05723867246082847,0.15529965263392237,0.787461657077074
111,2010-06-18,26.3700008392334,26.440000534057617,52075600,1,Microsoft,0.04363971762359137,0.11311423281828559,0.843246062596639
112,2010-06-21,26.780000686645508,25.950000762939453,54625300,-1,Microsoft,0.0757932870515755,0.23366315729383905,0.6905435536588941
113,2010-06-22,26.15999984741211,25.770000457763672,55985400,-1,Microsoft,0.1012564711272716,0.01598351472057395,0.8827600181102753
114,2010-06-23,25.780000686645508,25.309999465942383,61466200,-1,Microsoft,0.05299252923578018,0.23812449350953102,0.7088830173015594
115,2010-06-24,25.459999084472656,25.0,85243400,-1,Microsoft,0.13997302809730172,0.17217319086194033,0.6878538131713867
116,2010-06-25,25.049999237060547,24.530000686645508,156256700,-1,Microsoft,0.3326896831393242,0.06683312412351367,0.6004771947860718
117,2010-06-28,24.51000022888184,24.309999465942383,73784800,-1,Microsoft,0.03884849076469733,0.09906835481524466,0.8620831569035848
118,2010-06-29,24.1299991607666,23.309999465942383,119882100,-1,Microsoft,0.26211093179881567,0.30391769483685493,0.4339713854715228
119,2010-06-30,23.299999237060547,23.01000022888184,81050500,-1,Microsoft,0.11431352468207476,0.4680000252556056,0.4176864577457308
120,2010-07-01,23.09000015258789,23.15999984741211,92239400,1,Microsoft,0.12879031384363768,0.08630644250661132,0.7849032431840897
121,2010-07-02,23.36000061035156,23.270000457763672,62485100,1,Microsoft,0.053974775907893936,0.05363512070228651,0.892390102148056
122,2010-07-06,23.700000762939453,23.81999969482422,73592000,1,Microsoft,0.08944123703986401,0.056021641939878394,0.854537159204483
123,2010-07-07,23.81999969482422,24.299999237060547,79965300,1,Microsoft,0.03999115061014885,0.0618360694497823,0.8981728255748749
124,2010-07-08,24.600000381469727,24.40999984741211,50758100,1,Microsoft,0.05511384271085255,0.0338965561240911,0.9109896123409271
125,2010-07-09,24.32999992370605,24.270000457763672,53806100,-1,Microsoft,0.07422840905686211,0.1091685023469229,0.8166031042734782
126,2010-07-12,24.43000030517578,24.82999992370605,49854200,1,Microsoft,0.07126253444169245,0.12189683211701254,0.8068406411579677
127,2010-07-13,25.13999938964844,25.1299991607666,61928700,1,Microsoft,0.39142169058322906,0.06412644373873862,0.5444518427054087
128,2010-07-14,25.5,25.440000534057617,72808100,1,Microsoft,0.05721695907413955,0.03136218432337045,0.9114208519458771
129,2010-07-15,25.5,25.51000022888184,56934700,1,Microsoft,0.09167377389967432,0.041202700883150055,0.8671235084533692
130,2010-07-16,25.51000022888184,24.88999938964844,65064800,-1,Microsoft,0.23911959282122547,0.055950745590962435,0.7049296631012112
131,2010-07-19,24.959999084472656,25.229999542236328,38181800,1,Microsoft,0.1942066257553441,0.07098919951489989,0.734804168343544
132,2010-07-20,24.86000061035156,25.479999542236328,45530700,1,Microsoft,0.0325359919418891,0.051076189304391506,0.9163878560066223
133,2010-07-21,25.600000381469727,25.1200008392334,73297300,-1,Microsoft,0.08241371847689148,0.12984458487480877,0.7877417087554932
134,2010-07-22,25.51000022888184,25.84000015258789,73016400,1,Microsoft,0.2710454044863581,0.16084926249459383,0.568105329759419
135,2010-07-23,25.84000015258789,25.809999465942383,108520100,0,Microsoft,0.0831121479471524,0.09399777029951413,0.822890063126882
136,2010-07-26,25.86000061035156,26.100000381469727,67249900,1,Microsoft,0.1198312393389642,0.3405846278183162,0.5395841225981712
137,2010-07-27,26.13999938964844,26.15999984741211,60672100,0,Microsoft,0.0920067625120282,0.0291264429688453,0.8788667619228363
138,2010-07-28,26.06999969482422,25.950000762939453,69704800,-1,Microsoft,0.0469070672988891,0.0218245275318622,0.9312684535980225
139,2010-07-29,26.1299991607666,26.030000686645508,69446200,1,Microsoft,0.0253927279263734,0.6185282853742441,0.3560789972543716
140,2010-07-30,25.75,25.809999465942383,83534800,-1,Microsoft,0.039214426651596995,0.44079555571079254,0.5199900530278683
141,2010-08-02,25.989999771118164,26.32999992370605,55044600,1,Microsoft,0.20854559292395905,0.024949595332145635,0.7665048241615295
142,2010-08-03,26.200000762939453,26.15999984741211,56877700,-1,Microsoft,0.0454131253063678,0.0368858836591243,0.9177009463310242
143,2010-08-04,26.149999618530277,25.729999542236328,78531900,-1,Microsoft,0.045716012983272436,0.23879461626832685,0.7154893648500243
144,2010-08-05,25.489999771118164,25.3700008392334,64922100,-1,Microsoft,0.0849364629636208,0.3266558324297269,0.5884076630075773
145,2010-08-06,25.18000030517578,25.549999237060547,55982100,1,Microsoft,0.0461171884089708,0.09767708461731671,0.8562057316303253
146,2010-08-09,25.549999237060547,25.61000061035156,57096500,0,Microsoft,0.06421210430562492,0.18640881031751633,0.7493791058659552
147,2010-08-10,25.32999992370605,25.06999969482422,87257700,-1,Microsoft,0.05130915436893695,0.47163696587085724,0.4770538955926895
148,2010-08-11,24.68000030517578,24.86000061035156,76746900,-1,Microsoft,0.02809249982237815,0.696690022945404,0.2752174958586693
149,2010-08-12,24.420000076293945,24.489999771118164,70240500,-1,Microsoft,0.1736140567809343,0.3130089491605758,0.5133770157893499
150,2010-08-13,24.350000381469727,24.399999618530277,45263500,-1,Microsoft,0.026268503939111967,0.36357539395491284,0.6101561337709427
151,2010-08-16,24.36000061035156,24.5,40909700,1,Microsoft,0.0940564880147576,0.018887398065999074,0.8870560973882675
152,2010-08-17,24.709999084472656,24.709999084472656,52912600,1,Microsoft,0.0236988943070173,0.0359076187014579,0.9403935074806212
153,2010-08-18,24.68000030517578,24.81999969482422,46818900,1,Microsoft,0.37932853959500784,0.03112526237964625,0.5895461738109589
154,2010-08-19,24.6200008392334,24.440000534057617,54064600,-1,Microsoft,0.18552653491497037,0.010234289802610833,0.8042391737302145
155,2010-08-20,24.309999465942383,24.229999542236328,49560100,-1,Microsoft,0.048745933920145,0.0187943074852228,0.932459831237793
156,2010-08-23,24.440000534057617,24.280000686645508,51643000,0,Microsoft,0.03815660563608007,0.03419153081874047,0.927651842435201
157,2010-08-24,24.09000015258789,24.040000915527344,66522500,-1,Microsoft,0.0335017926990985,0.0373524315655231,0.9291458129882812
158,2010-08-25,24.0,24.100000381469727,47404800,0,Microsoft,0.09615263467033701,0.19100862291331086,0.712838756541411
159,2010-08-26,24.09000015258789,23.81999969482422,49105300,-1,Microsoft,0.12573615089058873,0.039826216486593034,0.8344376087188721
160,2010-08-27,23.8799991607666,23.93000030517578,60939400,1,Microsoft,0.0630850990613301,0.3247235702971617,0.6121913095315298
161,2010-08-30,23.739999771118164,23.63999938964844,45453100,-1,Microsoft,0.04495202253262196,0.13035926129668948,0.824688712755839
162,2010-08-31,23.600000381469727,23.46999931335449,66074600,-1,Microsoft,0.0807158350944519,0.6956148147583008,0.2236693501472473
163,2010-09-01,23.670000076293945,23.899999618530277,65235900,1,Microsoft,0.14504221950968105,0.018017495982348867,0.8369402885437012
164,2010-09-02,23.8799991607666,23.940000534057617,48837100,0,Microsoft,0.03340104874223465,0.42130580171942705,0.5452932193875313
165,2010-09-03,24.239999771118164,24.290000915527344,64189100,1,Microsoft,0.3783648792654276,0.3258295683190226,0.2958055641502142
166,2010-09-08,24.06999969482422,23.93000030517578,65512400,0,Microsoft,0.08275776077061887,0.04884138377383347,0.8684008866548538
167,2010-09-09,24.190000534057617,24.01000022888184,46028900,1,Microsoft,0.22530276258476073,0.13630039454437787,0.638396866619587
168,2010-09-10,23.979999542236328,23.850000381469727,58284300,-1,Microsoft,0.042593852927287366,0.0656562869747479,0.8917498389879862
169,2010-09-13,24.200000762939453,25.11000061035156,114680400,1,Microsoft,0.0912825006525963,0.31869726651348174,0.5900202449411154
170,2010-09-14,25.040000915527344,25.030000686645508,87160400,-1,Microsoft,0.3146303358177343,0.12192469059179223,0.563444991906484
171,2010-09-15,25.100000381469727,25.1200008392334,56201900,1,Microsoft,0.097425602376461,0.02807671204209325,0.8744976818561554
172,2010-09-16,25.059999465942383,25.32999992370605,44548300,1,Microsoft,0.04926736156145727,0.1013028603047132,0.8494297663370768
173,2010-09-17,25.399999618530277,25.21999931335449,70341600,-1,Microsoft,0.14638620801270005,0.08532870747148985,0.7682850658893585
174,2010-09-20,25.280000686645508,25.43000030517578,49838700,1,Microsoft,0.11756504989332618,0.021760043791598713,0.8606748845842149
175,2010-09-21,25.420000076293945,25.149999618530277,52675700,-1,Microsoft,0.2724189031869173,0.0255753376986831,0.7020057812333107
176,2010-09-22,24.88999938964844,24.61000061035156,94299400,-1,Microsoft,0.0885684709064662,0.3336119116283953,0.5778196348498265
177,2010-09-23,24.51000022888184,24.43000030517578,46201800,-1,Microsoft,0.09908539667311639,0.2951008819250597,0.6058137267827988
178,2010-09-24,24.63999938964844,24.780000686645508,51948800,1,Microsoft,0.0699650483826796,0.4593034529437621,0.470731479426225
179,2010-09-27,24.850000381469727,24.729999542236328,43603300,0,Microsoft,0.18015887339909867,0.014644354271392,0.8051967819531759
180,2010-09-28,24.799999237060547,24.68000030517578,56041200,0,Microsoft,0.1738517641400297,0.03931364572296536,0.7868345578511556
181,2010-09-29,24.6299991607666,24.5,44318900,-1,Microsoft,0.11208494411160545,0.10187327008073523,0.786041796207428
182,2010-09-30,24.61000061035156,24.489999771118164,61262700,0,Microsoft,0.0787624884396791,0.01945664640516035,0.9017808437347412
183,2010-10-01,24.770000457763672,24.3799991607666,62672300,-1,Microsoft,0.045512137236073565,0.25612111715599895,0.6983667332679033
184,2010-10-04,23.959999084472656,23.90999984741211,98143400,-1,Microsoft,0.13292600377462802,0.2159793124301359,0.6510946974158287
185,2010-10-05,24.059999465942383,24.350000381469727,78152900,1,Microsoft,0.10195516236126415,0.0339970854111015,0.8640477061271667
186,2010-10-06,24.31999969482422,24.43000030517578,50489700,1,Microsoft,0.07980097043845384,0.04342423255244888,0.876774807771047
187,2010-10-07,24.6200008392334,24.530000686645508,50096100,1,Microsoft,0.06425915126289634,0.16424123384058473,0.7714995869568416
188,2010-10-08,24.6200008392334,24.56999969482422,41327800,0,Microsoft,0.22597798891365525,0.0210049673914909,0.7530170455574989
189,2010-10-11,24.739999771118164,24.59000015258789,27587800,0,Microsoft,0.17262032415185655,0.15131055483860625,0.6760691234043666
190,2010-10-12,24.649999618530277,24.82999992370605,50141500,1,Microsoft,0.1518018692731857,0.0122031341306865,0.8359949886798859
191,2010-10-13,25.020000457763672,25.34000015258789,75336500,1,Microsoft,0.3460571616888046,0.043969940394163104,0.6099728792905807
192,2010-10-14,25.290000915527344,25.229999542236328,51949100,-1,Microsoft,0.19734947122633456,0.19206751473248002,0.6105829954147339
193,2010-10-15,25.36000061035156,25.540000915527344,68954800,1,Microsoft,0.1658820118755102,0.0319186523556709,0.8021993041038513
194,2010-10-18,25.59000015258789,25.81999969482422,48330500,1,Microsoft,0.09397454958941251,0.23617692344955032,0.6698485570294517
195,2010-10-19,25.270000457763672,25.100000381469727,66150900,-1,Microsoft,0.1515238434076309,0.19691742366800702,0.6515587217484912
196,2010-10-20,25.26000022888184,25.309999465942383,56283600,1,Microsoft,0.19387056616445383,0.026773967935393203,0.7793554527064165
197,2010-10-21,25.399999618530277,25.420000076293945,50032400,1,Microsoft,0.11651096194982524,0.23659078851342197,0.6468982636928559
198,2010-10-22,25.520000457763672,25.3799991607666,25837900,0,Microsoft,0.05706936338295535,0.291240904169778,0.6516897454857826
199,2010-10-25,25.239999771118164,25.190000534057617,50912400,-1,Microsoft,0.06077719060704109,0.258837022818625,0.6803857460618019
200,2010-10-26,25.1200008392334,25.899999618530277,69304200,1,Microsoft,0.1490166187286377,0.0084277894347906,0.842555582523346
201,2010-10-27,25.790000915527344,26.049999237060547,64805500,1,Microsoft,0.06842584609985346,0.19234231412410735,0.7392318308353424
202,2010-10-28,26.209999084472656,26.280000686645508,80730300,1,Microsoft,0.3613867312669754,0.19044736400246615,0.4481659475713968
203,2010-10-29,27.149999618530277,26.670000076293945,114193200,1,Microsoft,0.214293010532856,0.010666965041309501,0.7750400006771088
204,2010-11-01,26.8799991607666,26.950000762939453,61912100,1,Microsoft,0.1507410303290401,0.1474715537790741,0.7017874121665955
205,2010-11-02,27.059999465942383,27.38999938964844,54402100,1,Microsoft,0.0520660206675529,0.0210544168949127,0.926879584789276
206,2010-11-03,27.459999084472656,27.030000686645508,110255300,-1,Microsoft,0.09809123026207085,0.07142325793392951,0.8304855078458786
207,2010-11-04,27.40999984741211,27.13999938964844,93599300,1,Microsoft,0.0798383759600775,0.12228591633694508,0.7978757279259818
208,2010-11-05,27.170000076293945,26.850000381469727,110953700,-1,Microsoft,0.07974692185719805,0.1409911401569843,0.7792619466781616
209,2010-11-08,26.68000030517578,26.809999465942383,71670800,0,Microsoft,0.1893581464886665,0.13770766835659737,0.6729341924190522
210,2010-11-09,26.809999465942383,26.950000762939453,58538600,1,Microsoft,0.041267679538577746,0.43912970647215843,0.5196026340126991
211,2010-11-10,27.01000022888184,26.940000534057617,52277300,0,Microsoft,0.30943372792431284,0.1783720956050924,0.5121942135904517
212,2010-11-11,26.68000030517578,26.68000030517578,62073100,-1,Microsoft,0.055166292935609804,0.26137393759563565,0.6834597904235125
213,2010-11-12,26.46999931335449,26.270000457763672,64962200,-1,Microsoft,0.05116027469436323,0.04841890620688593,0.9004208246866862
214,2010-11-15,26.32999992370605,26.200000762939453,51794600,-1,Microsoft,0.12594264838844532,0.03199899685569103,0.8420583754777908
215,2010-11-16,26.040000915527344,25.809999465942383,65339200,-1,Microsoft,0.095459409058094,0.0597501471638679,0.8447904586791992
216,2010-11-17,25.899999618530277,25.56999969482422,58299700,-1,Microsoft,0.1253704192737738,0.0587084805592894,0.8159210880597433
217,2010-11-18,25.709999084472656,25.84000015258789,59514000,1,Microsoft,0.09531748294830321,0.3054897136365374,0.5991927906870842
