,date,Volume,Close,Positive,Negative,Neutral,Price_change
0,2010-01-05,11114766.666666666,1136.52001953125,0.15778487424055734,0.4895900981500745,0.3526250409583251,1
1,2010-01-06,9592200.0,1137.1400146484375,0.15925263613462445,0.1141023542732,0.7266450077295303,1
2,2010-01-07,12646400.0,1141.68994140625,0.44099979288876057,0.0120061803609132,0.5469940453767776,1
3,2010-01-08,15085033.333333334,1144.97998046875,0.03915194366127247,0.38447193205356595,0.5763761351505915,1
4,2010-01-11,7396000.0,1146.97998046875,0.1140525788068771,0.0297744199633598,0.8561729788780212,1
5,2010-01-12,14938300.0,1136.219970703125,0.73760058482488,0.014428615259627466,0.24797074993451432,-1
6,2010-01-13,7059133.333333333,1145.6800537109375,0.3662596568465233,0.04955011171599224,0.5841902811080217,1
7,2010-01-14,11568050.0,1148.4599609375,0.35712057678028936,0.06849462294485417,0.5743847680278122,1
8,2010-01-15,13075650.0,1136.030029296875,0.2848026789724826,0.0570130145642906,0.658184327185154,-1
9,2010-01-19,12083400.0,1150.22998046875,0.20270826686173674,0.033472754620015546,0.7638189796358348,1
10,2010-01-20,10927000.0,1138.0400390625,0.053064074367284754,0.0446185478940606,0.9023174047470093,-1
11,2010-01-21,17937450.0,1116.47998046875,0.1261153030209243,0.4981196827720851,0.37576501443982124,-1
12,2010-01-22,24861100.0,1091.760009765625,0.2122279405593872,0.14783142693340776,0.6399406432174146,-1
13,2010-01-25,17587600.0,1096.780029296875,0.0253064576536417,0.0307968202978372,0.9438966512680054,1
14,2010-01-26,9316050.0,1092.1700439453125,0.01707898825407025,0.7185355573892593,0.26438552327454085,-1
15,2010-01-28,14148600.0,1084.530029296875,0.0540807894431054,0.6418813019990921,0.3040379248559475,-1
16,2010-01-29,15262300.0,1073.8699951171875,0.13397380523383615,0.0150135168805718,0.8510126769542694,-1
17,2010-02-01,5552834.0,1089.18994140625,0.40873595280572766,0.1812406225750843,0.41002341297765565,1
18,2010-02-02,12338500.0,1103.3199462890625,0.07176509778946635,0.13252886260549226,0.7957060759266217,1
19,2010-02-03,18699150.0,1097.280029296875,0.25756197236478323,0.05354455020278685,0.6888934755697846,-1
20,2010-02-04,64861400.0,1063.1099853515625,0.10001284006284546,0.22776790754869575,0.6722192261368036,-1
21,2010-02-05,28749550.0,1066.18994140625,0.08151368501906589,0.018324960993292373,0.9001613631844521,1
22,2010-02-08,14786150.0,1056.739990234375,0.02082786033861335,0.28555692732334137,0.6936152027919888,-1
23,2010-02-09,18494725.0,1070.52001953125,0.1932132423971779,0.12157292520472157,0.6852138269556841,1
24,2010-02-10,12396633.333333334,1068.1300048828125,0.37773693942775327,0.07783698898533149,0.544426119989819,-1
25,2010-02-11,17646433.333333332,1078.469970703125,0.38909970141119427,0.23491892673903036,0.37598138882054216,1
26,2010-02-12,15957000.0,1075.510009765625,0.11183786205947395,0.01921112230047575,0.8689509928226471,-1
27,2010-02-16,8792955.5,1094.8699951171875,0.48302077967673535,0.030132527463138048,0.4868467412889004,1
28,2010-02-17,12480366.666666666,1099.510009765625,0.07073098048567766,0.023132659805317663,0.9061363538106283,1
29,2010-02-18,12103750.0,1106.75,0.32124382474770147,0.0696730216344197,0.6090831334392229,1
30,2010-02-19,16615033.333333334,1109.1700439453125,0.17890446633100507,0.3361449750761191,0.48495056728521974,1
31,2010-02-22,10795480.0,1108.010009765625,0.036237846547737665,0.3995232289656997,0.5642389073967934,-1
32,2010-02-23,14632325.0,1094.5999755859375,0.17078015466945037,0.021046710718009173,0.8081731626039577,-1
33,2010-02-24,12965000.0,1105.239990234375,0.0617411043494939,0.12060683143014704,0.8176520849422863,1
34,2010-02-25,28923966.666666668,1102.93994140625,0.19562669404383218,0.10369625718643265,0.7006770448670502,-1
35,2010-02-26,38940600.0,1104.489990234375,0.02274416899308555,0.04819296440109605,0.929062858223915,1
36,2010-03-01,9077100.0,1115.7099609375,0.2615525675937533,0.02439414802938695,0.7140533095225692,1
37,2010-03-02,24506200.0,1118.31005859375,0.0215179193764925,0.0406987480819225,0.9377833604812622,1
38,2010-03-03,13620000.0,1118.7900390625,0.1963079757988453,0.0248228935524821,0.7788691222667694,1
39,2010-03-04,17219966.666666668,1122.969970703125,0.054370911377999466,0.041988803125503904,0.9036403165923225,1
40,2010-03-05,28574300.0,1138.699951171875,0.034877924714237396,0.14113342342898247,0.8239886360242963,1
41,2010-03-08,14152966.666666666,1138.5,0.037593648975921934,0.06724480539560314,0.8951615459389157,-1
