,date,stock,Open,Close,Volume,Positive,Negative,Neutral,Price_change
0,2011-03-03,NVDA,5.307499885559082,5.21750020980835,159370400,0.01509035099297762,0.825096070766449,0.15981364250183105,1
1,2011-03-07,NVDA,5.227499961853027,5.117499828338623,101914000,0.0648050419986248,0.025756393559277058,0.9094385206699371,-1
2,2011-03-08,NVDA,5.172500133514404,4.887499809265137,194718400,0.33130754344165325,0.29418116668239236,0.37451132759451866,-1
3,2011-03-09,NVDA,4.872499942779541,4.784999847412109,131897600,0.060044750571250916,0.017414025962352753,0.9225412408510844,-1
4,2011-03-10,NVDA,4.675000190734863,4.480000019073486,172273600,0.0703668687492609,0.041461541317403316,0.8881716132164001,-1
5,2011-03-15,NVDA,4.327499866485596,4.414999961853027,125628000,0.03468722943216562,0.28738034702837467,0.677932471036911,-1
6,2011-03-16,NVDA,4.375,4.382500171661377,147652000,0.02396177500486374,0.3483634653190772,0.6276747820278009,-1
7,2011-03-22,NVDA,4.427499771118164,4.362500190734863,71833200,0.030990328639745712,0.06813938170671463,0.9008703231811523,-1
8,2011-03-24,NVDA,4.547500133514404,4.807499885559082,178059200,0.047843909511963524,0.02995894104242325,0.922197163105011,1
9,2011-03-28,NVDA,4.767499923706055,4.829999923706055,120428400,0.390325328335166,0.031737718032673,0.5779369603842497,1
10,2011-03-29,NVDA,4.829999923706055,4.792500019073486,71576400,0.043670471757650375,0.034927938133478165,0.9214016199111938,-1
11,2011-03-30,NVDA,4.829999923706055,4.612500190734863,117632000,0.03229532763361931,0.7615099549293518,0.2061947137117386,-1
12,2011-04-04,NVDA,4.550000190734863,4.387499809265137,92432800,0.028447440825402737,0.48650696501135826,0.485045587643981,-1
13,2011-04-06,NVDA,4.427499771118164,4.364999771118164,85698400,0.02177761308848858,0.2375028133392334,0.7407196164131165,-1
14,2011-04-07,NVDA,4.375,4.525000095367432,102120800,0.9418919086456299,0.02850068360567093,0.029607342556118965,1
15,2011-04-08,NVDA,4.559999942779541,4.387499809265137,74655200,0.012530711479485035,0.9494683742523193,0.0380009226500988,-1
16,2011-04-12,NVDA,4.287499904632568,4.34250020980835,84075600,0.3748459438793361,0.5052096918225288,0.11994433775544167,1
17,2011-04-14,NVDA,4.400000095367432,4.627500057220459,125470400,0.02995079942047596,0.0607345886528492,0.9093145728111267,1
18,2011-04-18,NVDA,4.567500114440918,4.522500038146973,74358400,0.05431761220097542,0.046671067364513874,0.8990112841129303,-1
19,2011-04-26,NVDA,4.742499828338623,4.824999809265137,67600000,0.9183585047721863,0.009829825721681118,0.07181166857481003,1
20,2011-04-27,NVDA,4.849999904632568,4.824999809265137,45000400,0.051443612203001976,0.015791913494467735,0.9327645003795624,-1
21,2011-04-28,NVDA,4.824999809265137,4.877500057220459,68400000,0.05726014512280623,0.02917981209854285,0.9135600129763285,1
22,2011-04-29,NVDA,4.909999847412109,5.0,83600000,0.03569728136062622,0.08714296668767929,0.8771597146987915,1
23,2011-05-09,NVDA,4.84499979019165,4.9375,70632800,0.04594380843142668,0.03516414823631445,0.9188920458157858,1
24,2011-05-10,NVDA,4.977499961853027,4.945000171661377,69097600,0.04029404930770397,0.05305664148181677,0.9066492915153503,1
25,2011-05-11,NVDA,4.96999979019165,4.96750020980835,61600000,0.036327533423900604,0.05117404833436012,0.912498414516449,1
26,2011-05-12,NVDA,4.949999809265137,5.125,122400000,0.22598868448819434,0.22291513279612576,0.551096182848726,1
27,2011-05-13,NVDA,4.800000190734863,4.565000057220459,202519200,0.15440629746176696,0.22690439498738238,0.6186893094134959,-1
28,2011-05-16,NVDA,4.552499771118164,4.425000190734863,72818800,0.03723004460334778,0.2520248759537935,0.7107451111078262,-1
29,2011-05-17,NVDA,4.409999847412109,4.40749979019165,142036400,0.10454490780830383,0.1518544548501571,0.7436006466547648,-1
30,2011-05-18,NVDA,4.425000190734863,4.510000228881836,65884400,0.08123090118169785,0.03217267617583275,0.8865963816642761,1
31,2011-05-23,NVDA,4.457499980926514,4.517499923706055,58800000,0.06185828149318695,0.021845264360308647,0.9162964820861816,-1
32,2011-05-24,NVDA,4.539999961853027,4.534999847412109,72037200,0.03399739786982536,0.019242938607931137,0.9467597007751465,1
33,2011-05-26,NVDA,4.590000152587891,4.704999923706055,70643600,0.0245345588773489,0.04763813316822052,0.9278272986412048,1
34,2011-05-31,NVDA,4.96999979019165,5.010000228881836,120071600,0.47424066811800003,0.02329135499894619,0.5024679470807314,1
35,2011-06-01,NVDA,4.987500190734863,4.784999847412109,76220800,0.030534060671925545,0.05291656032204628,0.9165493845939636,-1
36,2011-06-02,NVDA,4.792500019073486,4.762499809265137,60759200,0.007628762628883123,0.9522095322608948,0.040161632001399994,-1
37,2011-06-09,NVDA,4.389999866485596,4.34250020980835,74163200,0.45801621054609615,0.028280041180551052,0.5137037634849548,-1
38,2011-06-15,NVDA,4.227499961853027,4.192500114440918,93591600,0.01644074358046055,0.9512869119644165,0.03227238357067108,-1
39,2011-06-23,NVDA,3.884999990463257,4.052499771118164,74402400,0.09348582103848457,0.041182258166372776,0.8653318881988525,1
40,2011-06-27,NVDA,3.934999942779541,3.8524999618530273,114215200,0.06957089342176914,0.03316018357872963,0.8972688913345337,-1
41,2011-06-30,NVDA,3.944999933242798,3.984999895095825,65230000,0.02847513183951378,0.06090569868683815,0.9106191396713257,1
